subject,movement,sample_id,detected,nme
83,left eyebrow,83-left eyebrow/key frames/83-left eyebrow_191.jpg,True,0.062391886732743054
7,funny,7-funny/key frames/7-funny_1455.jpg,True,0.06613983736313418
69,open smile,69-open smile/key frames/69-open smile_31.jpg,True,0.07041032669217799
4,right smile,4-right smile/key frames/4-right smile_56.jpg,True,0.06295585877350607
73,left smile,73-left smile/key frames/73-left smile_60.jpg,True,0.06415034969505541
34,right snarl,34-right snarl/key frames/34-right snarl_389.jpg,True,0.06157293157341509
25,brow raise,25/25-brow raise_key frames/25-brow raise_36.jpg,True,0.06850766185758346
1,right eyebrow,1-right eyebrow/key frames/1-right eyebrow_1.jpg,True,0.06500681304238287
96,frown,96-frown/key frames/96-frown_140.jpg,True,0.06064904212333101
3,right snarl,AFLFP/3/3-right snarl_213.jpg,True,0.06585296592115163
72,open smile,72-open smile/key frames/72-open smile_70.jpg,True,0.0636812538616663
65,snarl,AFLFP/65/65-snarl_56.jpg,True,0.06252203330056073
97,right wink,97-right wink/key frames/97-right wink_1.jpg,True,0.058452301614857184
75,left eyebrow,75-left eyebrow/key frames/75-left eyebrow_89.jpg,True,0.06173343322475078
41,brow raise,41-brow raise/key frames/41-brow raise_70.jpg,True,0.06448921521494747
46,funny,46-funny/key frames/46-funny_12.jpg,True,0.0654552003491067
68,right smile,68-right smile/key frames/68-right smile_50.jpg,True,0.061150202529020294
22,left smile,22-left smile/key frames/22-left smile_40.jpg,True,0.05986131419727892
30,gentle eyes closure,30-gentle eyes closure/key frames/30-gentle eyes closure_93.jpg,True,0.0732886272038177
36,tight eyes closure,36/36-tight eyes closure_key frames/36-tight eyes closure_30.jpg,True,0.06223548756867178
58,close smile,58-close smile/key frames/58-close smile_133.jpg,True,0.06636832652447677
88,left snarl,88-left snarl/key frames/88-left snarl_31.jpg,True,0.06955380360915613
28,left wink,28-left wink/key frames/28-left wink_87.jpg,True,0.07267965727633934
29,left wink,29-left wink/key frames/29-left wink_75.jpg,True,0.06820418895171665
19,open smile,19-open smile/key frames/19-open smile_98.jpg,True,0.062225992974055844
48,right smile,48-right smile/key frames/48-right smile_31.jpg,True,0.06557913859223113
6,gentle eyes closure,6-frown/key frames/6-gentle eyes closure_65.jpg,True,0.056985964949526936
50,right snarl,50-right snarl/key frames/50-right snarl_86.jpg,True,0.07178704101147443
13,left snarl,13/13-left snarl_key frames/13-left snarl_334.jpg,True,0.06193887409493176
52,close smile,52-close smile/key frames/52-close smile_100.jpg,True,0.060112070996986317
5,left eyebrow,5-left eyebrow/key frames/5-left eyebrow_108.jpg,True,0.06209512179168158
56,right wink,56-right wink/key frames/56-right wink_100.jpg,True,0.04994876358008066
54,tight eyes closure,54-tight eyes closure/key frames/54-tight eyes closure_1.jpg,True,0.06963943671378421
37,snarl,37-snarl/key frames/37-snarl_282.jpg,True,0.05977286279680613
17,left smile,17-left smile/key frames/17-left smile_69.jpg,True,0.05964561658533463
51,brow raise,51-brow raise/key frames/51-brow raise_35.jpg,True,0.05804310692266233
81,right eyebrow,81-right eyebrow/key frames/81-right eyebrow_104.jpg,True,0.06075406285951401
12,left eyebrow,12-left eyebrow/key frames/12-left eyebrow_1.jpg,True,0.06296900846534348
91,frown,91-frown/key frames/91-frown_115.jpg,True,0.06280481682287688
75,right snarl,75-right snarl/key frames/75-right snarl_69.jpg,True,0.06126696705027363
28,left snarl,28-left snarl/key frames/28-left snarl_1.jpg,True,0.0712784057004699
7,frown,7-frown/key frames/7-frown_251.jpg,True,0.06393197725748428
51,tight eyes closure,51-tight eyes closure/key frames/51-tight eyes closure_121.jpg,True,0.06214726455448299
50,funny,50-funny/key frames/50-funny_202.jpg,True,0.06359840482173107
83,snarl,83-snarl/key frames/83-snarl_107.jpg,True,0.05873266939188441
25,open smile,25/25-open smile_key frames/25-open smile_53.jpg,True,0.06489889151783372
58,brow raise,58-brow raise/key frames/58-brow raise_63.jpg,True,0.06127105155111031
73,funny,73-funny/key frames/73-funny_670.jpg,True,0.063012606774062
86,right eyebrow,86-right eyebrow/key frames/86-right eyebrow_86.jpg,True,0.06485864440638706
4,gentle eyes closure,4-gentle eyes closure/key frames/4-gentle eyes closure_39.jpg,True,0.05927877937245433
48,left smile,48-left smile/key frames/48-left smile_44.jpg,True,0.06427891073827517
10,right wink,10-right wink/key frames/10-right wink_384.jpg,True,0.06594412065134535
67,close smile,67-close smile/key frames/67-close smile_1.jpg,True,0.0662932557170544
57,right smile,57-right smile/key frames/57-right smile_77.jpg,True,0.0691565304499221
61,left wink,61-left wink/key frames/61-left wink_32.jpg,True,0.061886048889907015
91,funny,91-funny/key frames/91-funny_13.jpg,True,0.06959317371935848
47,frown,47-frown/key frames/47-frown_80.jpg,True,0.05918949072427778
71,open smile,71-open smile/key frames/71-open smile_28.jpg,True,0.06564385965561477
64,close smile,64-close smile/key frames/64-close smile_145.jpg,True,0.061607699920461424
46,right wink,46-right wink/key frames/46-right wink_65.jpg,True,0.06621750970306246
92,brow raise,92-brow raise/key frames/92-brow raise_9.jpg,True,0.05764728831946094
65,left wink,AFLFP/65/65-left wink_56.jpg,True,0.06134813348185776
52,right eyebrow,52-right eyebrow/key frames/52-right eyebrow_21.jpg,True,0.06163589338683499
1,left smile,1-left smile/key frames/1-left smile_80.jpg,True,0.06705257369618661
54,left snarl,54-left snarl/key frames/54-left snarl_259.jpg,True,0.06440433325711037
31,left eyebrow,31-left eyebrow/key frames/31-left eyebrow_303.jpg,True,0.06348053644653479
62,snarl,62-snarl/key frames/62-snarl_95.jpg,True,0.0629224223328559
21,tight eyes closure,21-tight eues closure/key frames/21-tight eues closure_171.jpg,True,0.0659966387053738
68,right eyebrow,68-right eyebrow/key frames/68-right eyebrow_106.jpg,True,0.06174791298404921
79,gentle eyes closure,79-gentle eyes closure/key frames/79-gentle eyes closure_115.jpg,True,0.0685772574172026
24,right snarl,24-right snarl/key frames/24-right snarl_45.jpg,True,0.05702499965954309
78,right smile,78-right smile/key frames/78-right smile_1.jpg,True,0.050292194916241637
85,tight eyes closure,85-tight eyes closure/key frames/85-tight eyes closure_369.jpg,True,0.06127149690555389
13,right snarl,13/13-right snarl_key frames/13-right snarl_57.jpg,True,0.06381661752710131
98,left smile,98-left smile/key frames/98-left smile_51.jpg,True,0.07198578421553604
14,gentle eyes closure,14-gentle eyes closure/key frames/14-gentle eyes closure_120.jpg,True,0.0644307756614178
36,snarl,36/36-snarl_key frames/36-snarl_115.jpg,True,0.06276356041248178
59,funny,59-funny/key frames/59-funny_662.jpg,True,0.06995005240982058
94,left eyebrow,94-left eyebrow/key frames/94-left eyebrow_118.jpg,True,0.06138486281544143
88,frown,88-frown/key frames/88-frown_12.jpg,True,0.07130729889009305
32,left snarl,32-left snarl/key frames/32-left snarl_1.jpg,True,0.06196512673771219
33,right wink,33-right wink/key frames/33-right wink_354.jpg,True,0.07165667554339968
56,close smile,56-close smile/key frames/56-close smile_1.jpg,True,0.05107379791651548
23,left wink,23-left wink/key frames/23-left wink_35.jpg,True,0.06518437724324827
15,open smile,15-open smile/key frames/15-open smile_65.jpg,True,0.06053641264885645
20,brow raise,20-brow raise/key frames/20-brow raise_75.jpg,True,0.0583836226352764
63,brow raise,63-brow raise/key frames/63-brow raise_53.jpg,True,0.06468859589983438
19,right smile,19-right smile/key frames/19-right smile_58.jpg,True,0.06992628674934624
70,left wink,70-left wink/key frames/70-left wink_35.jpg,True,0.06564802978219987
3,gentle eyes closure,AFLFP/3/3-gentle eyes closure_77.jpg,True,0.06427445469044663
97,snarl,97-snarl/key frames/97-snarl_30.jpg,True,0.06842089510583042
69,left eyebrow,69-left eyebrow/key frames/69-left eyebrow_286.jpg,True,0.07112796296120284
6,right wink,6-right wink/key frames/6-right wink_46.jpg,True,0.06043409663201695
8,frown,8-frown/key frames/8-frown_3.jpg,True,0.0587970981989294
29,open smile,29-open smile/key frames/29-open smile_85.jpg,True,0.06231853475179401
9,right smile,9-right smile/key frames/9-right smile_36.jpg,True,0.06858592343798539
11,right eyebrow,11-right eyebrow/key frames/11-right eyebrow_94.jpg,True,0.06581768316740093
26,right snarl,26-right snarl/key frames/26-right snarl_1.jpg,True,0.06385191154078083
74,left smile,74-left smile/key frames/74-left smile_1.jpg,True,0.06751790909376831
5,tight eyes closure,5-tight eyes closure/key frames/5-tight eyes closure_37.jpg,True,0.058547939515111856
84,close smile,84-close smile/key frames/84-close smile_25.jpg,True,0.06404372532901909
72,left snarl,72-left snarl/key frames/72-left snarl_6.jpg,True,0.06270431845180736
82,funny,82-funny/key frames/82-funny_1.jpg,True,0.060553425977605095
35,brow raise,35-brow raise/key frames/35-brow raise_81.jpg,True,0.06640226540643987
66,tight eyes closure,66-tight eye closure/key frames/66-tight eye closure_43.jpg,True,0.06270404180252599
87,close smile,87-close smile/key frames/87-close smile_85.jpg,True,0.06547607706362173
77,snarl,77-snarl/key frames/77-snarl_111.jpg,True,0.06995953905733535
41,right snarl,41-right snarl/key frames/41-right snarl_1.jpg,True,0.06433470005384123
96,left wink,96-left wink/key frames/96-left wink_1.jpg,True,0.06481252238736772
81,frown,81-frown/key frames/81-frown_72.jpg,True,0.06868078618677508
17,left eyebrow,17-left eyebrow/key frames/17-left eyebrow_145.jpg,True,0.058914406713783604
37,right wink,37-right wink/key frames/37-right wink_315.jpg,True,0.055466979930173736
12,gentle eyes closure,12-gentle eyes closure/key frames/12-gentle eyes closure_110.jpg,True,0.06444390613727641
30,right smile,30-right smile/key frames/30-right smile_50.jpg,True,0.07463220417880881
76,right eyebrow,76-right eyebrow/key frames/76-right eyebrow_252.jpg,True,0.06650048206022473
100,open smile,100-open smile/key frames/100-open smile_78.jpg,True,0.06806213327672556
55,left snarl,55-left snarl/key frames/55-left snarl_21.jpg,True,0.06195580374979734
80,left smile,80-left smile/key frames/80-left smile_33.jpg,True,0.061636300756987616
18,snarl,AFLFP/18/18-snarl_95.jpg,True,0.05186225670411966
34,funny,34-funny/key frames/34-funny_1.jpg,True,0.06708053012139505
99,tight eyes closure,99-tight eyes closure/key frames/99-tight eyes closure_39.jpg,True,0.06307998499071624
27,right eyebrow,27-right eyebrow/key frames/27-right eyebrow_122.jpg,True,0.06867163656237242
16,brow raise,16-brow raise/key frames/16-brow raise_1.jpg,True,0.06150401966903704
49,frown,49-frown/key frames/49-frown_96.jpg,True,0.061914075148532144
22,left wink,22-left wink/key frames/22-left wink_80.jpg,True,0.05813648000375309
53,close smile,53/53-close smile_key frames/53-close smile_10.jpg,True,0.06117945633285485
95,left eyebrow,95-left eyebrow/key frames/95-left eyebrow_115.jpg,True,0.062200235716234197
15,funny,15-funny/key frames/15-funny_1022.jpg,True,0.06421300988612837
58,left smile,58-left smile/key frames/58-left smile_37.jpg,True,0.06328547625943343
57,open smile,57-open smile/key frames/57-open smile_56.jpg,True,0.06538964484747899
76,right smile,76-right smile/key frames/76-right smile_340.jpg,True,0.06367000291806214
36,gentle eyes closure,36/36-gentle eyes closure_key frames/36-gentle eyes closure_78.jpg,True,0.06112239082290406
21,left wink,21-left wink/key frames/21-left wink_181.jpg,True,0.05878276075038505
25,right snarl,25/25-right snarl_key frames/25-right snarl_76.jpg,True,0.06356255814286621
12,right wink,12-right wink/key frames/12-right wink_85.jpg,True,0.06034553906417053
34,close smile,34-close smile/key frames/34-close smile_1.jpg,True,0.05751324124781523
18,left snarl,AFLFP/18/18-left snarl_29.jpg,True,0.06737853283903511
35,left snarl,35-left snarl/key frames/35-left snarl_37.jpg,True,0.06413757395815824
55,right snarl,55-right snarl/key frames/55-right snarl_73.jpg,True,0.05837741605616748
47,left smile,47-left smile/key frames/47-left smile_240.jpg,True,0.062401430832309056
64,right smile,64-right smile/key frames/64-right smile_1.jpg,True,0.06094611260288785
46,open smile,46-open smile/key frames/46-open smile_61.jpg,True,0.06363167365441603
91,gentle eyes closure,91-gentle eyes closure/key frames/91-gentle eyes closure_97.jpg,True,0.0623211655211796
48,funny,48-funny/key frames/48-funny_197.jpg,True,0.0570643470116158
77,left smile,77-left smile/key frames/77-left smile_50.jpg,True,0.06723883924961159
62,right wink,62-right wink/key frames/62-right wink_39.jpg,True,0.06360352683058719
5,frown,5-frow/key frames/5-frow_89.jpg,True,0.06074395121404592
17,tight eyes closure,17-tight eyes closure/key frames/17-tight eyes closure_59.jpg,True,0.06104244027387604
28,brow raise,28-brow raise/key frames/28-brow raise_28.jpg,True,0.05766318101172261
73,left wink,73-left wink/key frames/73-left wink_34.jpg,True,0.060802311855027796
37,left eyebrow,37-left eyebrow/key frames/37-left eyebrow_269.jpg,True,0.06371626720791482
100,right eyebrow,100-right eyebrow/key frames/100-right eyebrow_54.jpg,True,0.0714252399538152
69,gentle eyes closure,69-gentle eyes closure/key frames/69-gentle eyes closure_122.jpg,True,0.06612075830654747
98,snarl,98-snarl/key frames/98-snarl_113.jpg,True,0.07074864351774454
29,left snarl,29-left snarl/key frames/29-left snarl_95.jpg,True,0.06661645922367196
22,left eyebrow,22-left eyebrow/key frames/22-left eyebrow_106.jpg,True,0.05442985644276456
79,open smile,79-open smile/key frames/79-open smile_3.jpg,True,0.059273827609800975
92,right smile,92-right smile/key frames/92-right smile_46.jpg,True,0.06117804799638504
83,right snarl,83-right snarl/key frames/83-right snarl_59.jpg,True,0.06586405137316206
52,snarl,52-snarl/key frames/52-snarl_12.jpg,True,0.06251583166647051
99,close smile,99-close smile/key frames/99-close smile_197.jpg,True,0.06413333715390018
97,frown,97-frown/key frames/97-frown_61.jpg,True,0.07297717914046441
54,brow raise,54-brow raise/key frames/54-brow raise_1.jpg,True,0.06712931724296639
1,tight eyes closure,1-tight eye closure/key frames/1-tight eye closure_60.jpg,True,0.06139922813757744
19,funny,19-funny/key frames/19-funny_110.jpg,True,0.06238284235294036
68,right wink,68-right wink/key frames/68-right wink_34.jpg,True,0.05980137789465523
56,left wink,56-left wink/key frames/56-left wink_88.jpg,True,0.06315285705903487
9,frown,9-frown/key frames/9-frown_42.jpg,True,0.06282587286184962
14,right eyebrow,14-right eyebrow/key frames/14-right eyebrow_1.jpg,True,0.06555780709002679
80,right snarl,80-right snarl/key frames/80-right snarl_68.jpg,True,0.06834531822781367
26,right eyebrow,26-right eyebrow/key frames/26-right eyebrow_1.jpg,True,0.06286950874931031
94,open smile,94-open smile/key frames/94-open smile_52.jpg,True,0.06612462848723948
8,gentle eyes closure,8-gentle eye closure/key frames/8-gentle eye closure_81.jpg,True,0.06601961798343098
41,left eyebrow,41-left eyebrow/key frames/41-left eyebrow_70.jpg,True,0.0626631011266794
66,right smile,66-right smile/key frames/66-right smile_34.jpg,True,0.062071524764071954
96,right wink,96-right wink/key frames/96-right wink_1.jpg,True,0.05985782153778345
65,funny,AFLFP/65/65-funny_246.jpg,True,0.059908450287156086
32,snarl,32-snarl/key frames/32-snarl_129.jpg,True,0.06451651705519294
3,brow raise,AFLFP/3/3-brow raise_394.jpg,True,0.0647295968187578
27,close smile,27-close smile/key frames/27-close smile_235.jpg,True,0.06607923561344974
71,left smile,71-left smile/key frames/71-left smile_1.jpg,True,0.06675404782386841
16,tight eyes closure,16-tight eyes closure/key frames/16-tight eyes closure_1.jpg,True,0.06422528379605973
61,left snarl,61-left snarl/key frames/61-left snarl_39.jpg,True,0.058950464346944606
59,right eyebrow,59-right eyebrow/key frames/59-right eyebrow_108.jpg,True,0.0635873782482733
10,funny,10-funny/key frames/10-funny_1.jpg,True,0.059258339665953216
30,open smile,30-open smile/key frames/30-open smile_1.jpg,True,0.06397916664620934
24,gentle eyes closure,24-gentle eye closure/key frames/24-gentle eye closure_1.jpg,True,0.06412746203938006
49,right smile,49-right smile/key frames/49-right smile_30.jpg,True,0.05406133384674399
23,close smile,23-close smile/key frames/23-close smile_50.jpg,True,0.06923003694656492
72,left eyebrow,72-left eyebrow/key frames/72-left eyebrow_120.jpg,True,0.06423576501716068
78,brow raise,78-brow raise/key frames/78-brow raise_42.jpg,True,0.05693990707107527
63,left wink,63-left wink/key frames/63-left wink_15.jpg,True,0.06060232176696428
84,frown,84-frown/key frames/84-frown_141.jpg,True,0.06402705926995605
75,left snarl,75-left snarl/key frames/75-left snarl_50.jpg,True,0.06962589327979572
13,right wink,13/13-right wink_key frames/13-right wink_44.jpg,True,0.062281614043160245
74,tight eyes closure,74-tight eyes closure/key frames/74-tight eyes closure_66.jpg,True,0.06478869820599255
67,snarl,67-snarl/key frames/67-snarl_115.jpg,True,0.07029953699343193
11,left smile,11-left smile/key frames/11-left smile_46.jpg,True,0.06339628125060694
53,right snarl,53/53-right snarl_key frames/53-right snarl_83.jpg,True,0.06061005147154293
88,right eyebrow,88-right eyebrow/key frames/88-right eyebrow_55.jpg,True,0.06683566193710748
50,gentle eyes closure,50-gentle eyes closure/key frames/50-gentle eyes closure_91.jpg,True,0.06694730573394057
20,right wink,20-right wink/key frames/20-right wink_78.jpg,True,0.06100403402455941
4,open smile,4-open smile/key frames/4-open smile_81.jpg,True,0.06018653367152086
31,right snarl,31-right snarl/key frames/31-right snarl_70.jpg,True,0.06370500318216647
51,snarl,51-snarl/key frames/51-snarl_120.jpg,True,0.064259153852868
6,left wink,6-left wink/key frames/6-left wink_46.jpg,True,0.062234522298763625
85,brow raise,85-brow raise/key frames/85-brow raise_271.jpg,True,0.06706477467604957
81,right smile,81-right smile/key frames/81-right smile_45.jpg,True,0.06896411982397387
82,left snarl,82-left snarl/key frames/82-left snarl_307.jpg,True,0.059653208076755115
86,left eyebrow,86-left eyebrow/key frames/86-left eyebrow_107.jpg,True,0.06350761573874257
70,left smile,70-left smile/key frames/70-left smile_19.jpg,True,0.06192930803988397
33,brow raise,33-brow raise/key frames/33-brow raise_420.jpg,True,0.06956237180141364
87,tight eyes closure,87-tight eyes closure/key frames/87-tight eyes closure_60.jpg,True,0.06904348900678052
7,left smile,7-left smile/key frames/7-left smile_1.jpg,True,0.07089274107697027
95,close smile,95-close smile/key frames/95-close smile_1.jpg,True,0.0691229977248588
14,frown,14-frown/key frames/14-frown_203.jpg,True,0.06908989987692644
28,frown,28-frown/key frames/28-frown_70.jpg,True,0.0683615379238324
76,left snarl,76-left snarl/key frames/76-left snarl_1.jpg,True,0.06534694434775742
56,right snarl,56-right snarl/key frames/56-right snarl_80.jpg,True,0.06274663379207515
32,right wink,32-right wink/key frames/32-right wink_73.jpg,True,0.06113062205063317
18,open smile,AFLFP/18/18-open smile_67.jpg,True,0.05975193748089194
15,left wink,15-left wink/key frames/15-left wink_126.jpg,True,0.06484955328919256
6,left eyebrow,6-left eyebrow/key frames/6-left eyebrow_260.jpg,True,0.06477122877726407
67,funny,67-funny/key frames/67-funny_3.jpg,True,0.06910658924355678
35,tight eyes closure,35-tight eyes closure/key frames/35-tight eyes closure_27.jpg,True,0.06753465430542299
25,close smile,25/25-close smile_key frames/25-close smile_111.jpg,True,0.06478631608885806
92,gentle eyes closure,92-gentle eyes closure/key frames/92-gentle eyes closure_91.jpg,True,0.05865551439036204
66,funny,66-funny/key frames/66-funny_799.jpg,True,0.07221800376345593
84,right smile,84-right smile/key frames/84-right smile_53.jpg,True,0.06899366362299642
4,right eyebrow,4-right eyebrow/key frames/4-right eyebrow_7.jpg,True,0.05846332060837546
100,right snarl,100-right snarl/key frames/100-right snarl_93.jpg,True,0.06822659414597847
13,frown,13/13-frown_key frames/13-frown_69.jpg,True,0.06431921407379701
37,left smile,37-left smile/key frames/37-left smile_394.jpg,True,0.059796235007282345
21,snarl,21-snarl/key frames/21-snarl_104.jpg,True,0.058492543142945955
68,snarl,68-snarl/key frames/68-snarl_108.jpg,True,0.058004636567213254
91,left snarl,91-left snarl/key frames/91-left snarl_7.jpg,True,0.06124046082096238
86,right smile,86-right smile/key frames/86-right smile_83.jpg,True,0.0663887691698664
72,right eyebrow,72-right eyebrow/key frames/72-right eyebrow_15.jpg,True,0.06373658577124344
87,right wink,87-right wink/key frames/87-right wink_45.jpg,True,0.0642089849708691
1,brow raise,1-brow raise/key frames/1-brow raise_15.jpg,True,0.06502197780371284
65,tight eyes closure,AFLFP/65/65-tight eyes closure_68.jpg,True,0.05690348773881891
61,funny,61-funny/key frames/61-funny_176.jpg,True,0.06157080794404695
23,open smile,23-open smile/key frames/23-open smile_78.jpg,True,0.06667422748361805
11,gentle eyes closure,11-gentle eyes closure/key frames/11-gentle eyes closure_122.jpg,True,0.06601724871671104
29,left eyebrow,29-left eyebrow/key frames/29-left eyebrow_13.jpg,True,0.06802365283434939
33,left wink,33-left wink/key frames/33-left wink_414.jpg,True,0.06942073920769974
26,close smile,26-close smile/key frames/26-close smile_193.jpg,True,0.06354574333904008
12,right snarl,12-right snarl/key frames/12-right snarl_110.jpg,True,0.06310283611968172
54,left wink,54-left wink/key frames/54-left wink_376.jpg,True,0.06437541012735003
83,right smile,83-right smile/key frames/83-right smile_50.jpg,True,0.06272264727539376
80,right eyebrow,80-right eyebrow/key frames/80-right eyebrow_34.jpg,True,0.06267669613630547
79,left smile,79-left smile/key frames/79-left smile_65.jpg,True,0.05903163519831858
49,snarl,49-snarl/key frames/49-snarl_117.jpg,True,0.06499723124751126
70,left eyebrow,70-left eyebrow/key frames/70-left eyebrow_57.jpg,True,0.06172825104491214
55,tight eyes closure,55-tight eyes closure/key frames/55-tight eyes closure_120.jpg,True,0.06175893836260432
82,brow raise,82-brow raise/key frames/82-brow raise_52.jpg,True,0.06020134199223662
52,right wink,52-right wink/key frames/52-right wink_30.jpg,True,0.06113185801118847
77,close smile,77-close smile/key frames/77-close smile_99.jpg,True,0.06800247829303178
63,left snarl,63-left snarl/key frames/63-left snarl_10.jpg,True,0.0645017193665077
9,open smile,9-open smile/key frames/9-open smile_76.jpg,True,0.0633343953025399
20,frown,20-frown/key frames/20-frown_45.jpg,True,0.062254440446959665
58,funny,58-funny/key frames/58-funny_298.jpg,True,0.06319795888152112
71,gentle eyes closure,71-gentle eyes closure/key frames/71-gentle eyes closure_67.jpg,True,0.06590061998935609
24,brow raise,24-brow raise/key frames/24-brow raise_1.jpg,True,0.06249698841409992
73,gentle eyes closure,73-gentle eyes closure/key frames/73-gentle eyes closure_120.jpg,True,0.06595189619078407
95,right eyebrow,95-right eyebrow/key frames/95-right eyebrow_130.jpg,True,0.06403230642116967
64,frown,64-frown/key frames/64-frown_82.jpg,True,0.05832608035978504
96,left snarl,96-left snarl/key frames/96-left snarl_1.jpg,True,0.05743938957115428
19,tight eyes closure,19-tight eyes closure/key frames/19-tight eyes closure_1.jpg,True,0.06428944619420118
85,left eyebrow,85-left eyebrow/key frames/85-left eyebrow_416.jpg,True,0.06494912756614855
31,right smile,31-right smile/key frames/31-right smile_53.jpg,True,0.06661295501569926
57,left wink,57-left wink/key frames/57-left wink_73.jpg,True,0.06484254279736357
30,left smile,30-left smile/key frames/30-left smile_38.jpg,True,0.0652570151322934
7,right snarl,7-right snarl/key frames/7-right snarl_333.jpg,True,0.07134499548694898
98,right wink,98-right wink/key frames/98-right wink_73.jpg,True,0.06916978306344743
53,snarl,53/53-snarl_key frames/53-snarl_10.jpg,True,0.059092312050570854
46,left smile,46-left smile/key frames/46-left smile_56.jpg,True,0.06635316376769294
59,close smile,59-brow raise/key frames/59-close smile_92.jpg,True,0.06306553063005635
78,left wink,78-left wink/key frames/78-left wink_56.jpg,True,0.06081055123209618
16,open smile,16-open smile/key frames/16-open smile_34.jpg,True,0.06395201720002693
81,tight eyes closure,81-tight eyes closure/key frames/81-tight eyes closure_33.jpg,True,0.07022846258402674
17,funny,17-funny/key frames/17-funny_12.jpg,True,0.056440047457806154
5,gentle eyes closure,5-gentle eyes closure/key frames/5-gentle eyes closure_13.jpg,True,0.06025447050475646
62,right smile,62-right smile/key frames/62-right smile_40.jpg,True,0.06272728135955216
36,left eyebrow,36/36-left eyebrow_key frames/36-left eyebrow_1.jpg,True,0.06267518740319304
47,snarl,47-snarl/key frames/47-snarl_44.jpg,True,0.06388471870005417
48,right wink,48-right wink/key frames/48-right wink_52.jpg,True,0.0662116462673224
22,funny,22-funny/key frames/22-funny_1371.jpg,True,0.06427055128500953
50,brow raise,50-brow raise/key frames/50-brow raise_91.jpg,True,0.06514851576128794
99,right snarl,99-right snarl/key frames/99-right snarl_1.jpg,True,0.06415936777800567
88,tight eyes closure,88-tight eyes closure/key frames/88-tight eyes closure_35.jpg,True,0.07293492228608424
69,close smile,69-close smile/key frames/68-close smile_67.jpg,True,0.06914842899476004
41,right eyebrow,41-right eyebrow/key frames/41-right eyebrow_1.jpg,True,0.06333787774827353
8,open smile,8-open smile/key frames/8-open smile_78.jpg,True,0.06682872281722703
94,frown,94-frown/key frames/94-frown_24.jpg,True,0.06012264216147746
10,right eyebrow,10-right eyebrow/key frames/10-right eyebrow_197.jpg,True,0.06313206653315151
34,right wink,34-right wink/key frames/34-right wink_1.jpg,True,0.0618059255971744
74,left snarl,74-left snarl/key frames/74-left snarl_48.jpg,True,0.06785347103787549
3,funny,AFLFP/3/3-funny_820.jpg,True,0.06463419139981781
51,close smile,51-close smile/key frames/51-close smile_87.jpg,True,0.06151605710510674
97,left snarl,97-left snarl/key frames/97-left snarl_100.jpg,True,0.06526654634526348
75,snarl,75-snarl/key frames/75-snarl_125.jpg,True,0.06219129327769237
27,gentle eyes closure,27-gentle eyes closure/key frames/27-gentle eyes closure_9.jpg,True,0.06857171551587089
33,left smile,33-left smile/key frames/33-left smile_1.jpg,True,0.06452647512650236
54,right smile,54-right smile/key frames/54-right smile_257.jpg,True,0.07022008883867105
14,brow raise,14-brow raise/key frames/14-brow raise_4.jpg,True,0.06615948814453469
25,left eyebrow,25/25-left eyebrow_key frames/25-left eyebrow_147.jpg,True,0.06437821590239595
35,right snarl,35-right snarl/key frames/32-right snarl_100.jpg,True,0.06548681065640616
100,left wink,100-left wink/key frames/100-left wink_219.jpg,True,0.06512031974644952
11,open smile,11-open smile/key frames/11-open smile_24.jpg,True,0.06545109414116151
91,right snarl,91-right snarl/key frames/91-right snarl_62.jpg,True,0.0604452491497985
34,open smile,34-open smile/key frames/34-open smile_1.jpg,True,0.06987810874167381
19,frown,19-frown/key frames/19-frown_87.jpg,True,0.062113862811665234
59,left wink,59-left wink/key frames/59-left wink_38.jpg,True,0.06362480379603053
27,tight eyes closure,27-tight eues closure/key frames/27-tight eues closure_70.jpg,True,0.07266301408480894
61,frown,61-frown/key frames/61-frown_74.jpg,True,0.05792378991297966
80,snarl,80-snarl/key frames/80-snarl_125.jpg,True,0.06373895153138041
32,brow raise,32-brow raise/key frames/32-brow raise_145.jpg,True,0.062421015789840814
70,close smile,70-close smile/key frames/70-close smile_9.jpg,True,0.06568920919388045
50,left smile,50-left smile/key frames/50-left smile_110.jpg,True,0.06377949737330685
62,gentle eyes closure,62-gentle eyes closure/key frames/62-gentle eyes closure_91.jpg,True,0.06106591994046909
48,open smile,48-open smile/key frames/48-open smile_19.jpg,True,0.06764186366778073
65,right smile,AFLFP/65/65-right smile_62.jpg,True,0.06474500266833703
13,right eyebrow,13/13-right eyebrow_key frames/13-right eyebrow_66.jpg,True,0.06653289710597649
9,right wink,9-right wink/key frames/9-right wink_84.jpg,True,0.0617434515773761
5,right wink,5-right wink/key frames/5-right wink_64.jpg,True,0.0587514226447739
69,funny,69-funny/key frames/69-funny_520.jpg,True,0.06921919514504662
55,left eyebrow,55-left eyebrow/key frames/55-left eyebrow_157.jpg,True,0.057584329190018956
74,close smile,74-close smile/key frames/74-close smile_115.jpg,True,0.0642204889669918
18,right snarl,AFLFP/18/18-right snarl_211.jpg,True,0.06188576580202599
4,left eyebrow,4-left eyebrow/key frames/4-left eyebrow_103.jpg,True,0.057915663083686855
83,frown,83-frown/key frames/83-frown_79.jpg,True,0.06311546573886563
52,left snarl,52-left snarl/key frames/52-left snarl_5.jpg,True,0.061901558714754834
